customer_id,age,gender,marital_status,education_level,annual_income,loan_amount,credit_score,employment_years,employment_type,loan_purpose,home_ownership,debt_to_income_ratio,existing_loans,loan_term_months,interest_rate,loan_status,application_date
531082703,53,Female,Single,PhD,22364.82,434705.3,755,37,Full-time,Car,Own,0.117,1,240,23.82,Rejected,2016-09-03
567676730,70,Male,Single,PhD,37248.16,496311.44,444,20,Unemployed,Home,Rent,0.402,3,360,16.24,Approved,2015-05-18
844414642,50,Male,Single,Bachelor,34957.51,446886.76,715,21,Self-employed,Home,Mortgage,0.34,3,24,4.58,Approved,2016-07-08
265120615,40,Male,Single,Master,26086.99,314368.17,630,29,Full-time,Business,Rent,0.242,0,120,10.34,Approved,2023-04-11
235250539,69,Female,Widowed,High School,34821.72,432842.36,623,24,Part-time,Education,Own,0.483,1,60,8.18,Approved,2020-04-09
401010223,70,Female,Married,Bachelor,23262.11,104171.76,657,16,Unemployed,Personal,Own,0.569,0,60,9.05,Approved,2019-08-14
749813522,36,Female,Married,Bachelor,56326.31,328699.53,797,19,Unemployed,Business,Mortgage,0.821,3,12,4.04,Approved,2015-10-03
230710823,35,Male,Single,Bachelor,41231.29,198308.28,780,16,Full-time,Education,Own,0.369,0,24,19.22,Approved,2015-12-22
685266850,53,Female,Single,High School,34606.08,122009.45,642,11,Full-time,Business,Rent,0.719,3,36,24.45,Approved,2018-06-16
303808400,49,Male,Single,Bachelor,57922.35,341536.47,850,8,Full-time,Car,Mortgage,0.817,1,12,4.89,Approved,2024-08-20
901175067,21,Male,Single,Bachelor,63593.54,245650.99,631,0,Part-time,Car,Own,0.394,0,240,20.23,Rejected,2016-02-23
699039709,71,Female,Married,Diploma,23980.45,16261.13,727,1,Part-time,Car,Rent,0.325,3,48,24.41,Approved,2020-05-01
968289022,64,Male,Single,High School,39070.42,463128.23,569,12,Full-time,Car,Rent,0.802,4,240,11.31,Approved,2016-08-24
982704451,34,Male,Single,Master,29113.42,311892.85,694,19,Full-time,Personal,Own,0.194,1,36,11.34,Approved,2021-03-28
869857743,18,Female,Divorced,High School,32334.69,347669.86,691,8,Full-time,Personal,Mortgage,0.327,1,60,18.8,Rejected,2022-01-21
662791629,25,Female,Single,High School,31148.95,236163.34,639,2,Full-time,Personal,Mortgage,0.176,1,12,21.22,Approved,2023-06-21
593861284,59,Male,Single,Bachelor,56437.01,303949.95,822,14,Full-time,Business,Own,0.794,0,24,4.75,Approved,2021-08-30
859047683,53,Female,Single,Master,22902.86,281495.61,690,5,Self-employed,Home,Mortgage,0.319,1,12,14.08,Approved,2016-11-04
658996062,22,Female,Widowed,High School,63451.33,171821.62,639,8,Self-employed,Home,Own,0.733,3,360,20.96,Approved,2024-09-22
403418049,53,Male,Married,High School,59270.02,471911.99,613,29,Full-time,Home,Mortgage,0.173,0,360,8.86,Approved,2021-06-22
527063593,20,Female,Married,Master,33536.09,99889.2,744,4,Full-time,Home,Mortgage,0.835,2,36,12.36,Approved,2023-07-23
278402524,66,Male,Married,Diploma,23522.65,457980.62,681,31,Self-employed,Car,Own,0.251,0,240,16.89,Approved,2019-08-12
224886096,22,Male,Married,Bachelor,17480.45,195773.39,649,36,Full-time,Business,Mortgage,0.687,2,48,19.33,Approved,2021-03-23
382662379,64,Female,Married,Bachelor,31390.4,474025.15,582,31,Part-time,Car,Mortgage,0.013,1,120,8.6,Approved,2022-06-23
881158169,47,Male,Married,Master,89679.21,184349.79,652,8,Full-time,Education,Own,0.616,2,60,13.3,Approved,2015-05-27
902701456,62,Male,Widowed,Bachelor,40748.53,350698.34,626,26,Self-employed,Home,Own,0.597,1,120,6.52,Approved,2023-09-14
882577402,35,Female,Divorced,Bachelor,112410.73,168497.92,707,28,Full-time,Home,Own,0.498,1,36,5.58,Approved,2020-10-30
918284803,27,Female,Single,Master,34948.06,27692.54,685,29,Full-time,Home,Mortgage,0.143,3,120,18.25,Rejected,2021-04-17
302847576,59,Female,Single,High School,59104.9,91675.04,442,4,Full-time,Home,Own,0.784,1,60,9.11,Approved,2023-05-08
747571755,21,Male,Married,High School,28380.9,469288.74,671,7,Full-time,Personal,Own,0.646,1,12,14.13,Approved,2020-02-17
589056370,24,Female,Married,Bachelor,29701.27,284547.41,606,14,Full-time,Home,Other,0.194,2,360,2.71,Approved,2023-11-19
113682307,46,Male,Single,Bachelor,35777.67,286052.54,650,26,Full-time,Education,Own,0.152,0,240,11.13,Approved,2024-03-13
109021594,24,Male,Divorced,Bachelor,35483.89,342977.69,643,1,Full-time,Home,Rent,0.577,1,180,12.45,Approved,2022-07-27
257264140,68,Male,Single,High School,59698.25,441803.34,653,22,Part-time,Car,Own,0.464,2,48,6.05,Rejected,2017-10-24
790388805,33,Female,Married,Bachelor,15163.8,42478.5,832,11,Full-time,Personal,Rent,0.352,2,120,18.11,Approved,2020-11-27
508051914,56,Male,Divorced,High School,17056.75,376049.85,604,30,Part-time,Personal,Rent,0.096,2,240,24.37,Rejected,2015-01-01
811540324,74,Male,Widowed,PhD,50556.06,418240.45,820,9,Unemployed,Personal,Rent,0.258,1,12,6.86,Rejected,2017-02-21
698037387,25,Female,Divorced,Diploma,17444.21,132621.73,778,15,Full-time,Home,Rent,0.085,2,360,7.95,Rejected,2023-05-03
551084771,42,Male,Single,Diploma,91253.63,396673.55,628,26,Full-time,Car,Rent,0.747,0,24,21.34,Rejected,2018-09-20
253880826,38,Female,Married,High School,30643.66,188510.3,612,0,Full-time,Business,Mortgage,0.428,2,48,10.63,Approved,2020-08-18
254044112,34,Other,Divorced,Bachelor,32970.22,95585.3,599,6,Unemployed,Education,Mortgage,0.84,0,60,16.35,Rejected,2023-02-14
316141778,60,Male,Married,Diploma,20566.85,219815.14,821,19,Full-time,Personal,Mortgage,0.347,2,24,18.66,Approved,2016-06-12
907073870,33,Female,Married,Master,29550.55,358776.8,566,38,Full-time,Personal,Own,0.599,3,12,12.58,Approved,2021-04-20
115007661,19,Female,Single,Diploma,62863.99,194941.53,738,15,Unemployed,Education,Other,0.565,0,24,5.37,Rejected,2021-09-22
810985193,70,Female,Married,Master,22593.64,271004.01,821,7,Full-time,Home,Mortgage,0.493,4,12,2.63,Rejected,2019-12-16
366112615,71,Female,Single,Bachelor,46396.6,405769.58,724,34,Part-time,Medical,Rent,0.547,1,360,12.99,Approved,2019-01-18
885254550,40,Male,Married,Bachelor,22794.61,214079.02,648,19,Full-time,Personal,Mortgage,0.755,3,48,12.93,Approved,2016-02-18
459782592,31,Female,Single,Diploma,92974.11,253384.48,652,27,Full-time,Business,Mortgage,0.044,2,48,14.56,Approved,2016-07-28
479395329,53,Female,Divorced,Master,44893.48,22308.1,642,13,Unemployed,Education,Mortgage,0.498,0,48,18.8,Approved,2024-02-03
109847829,56,Female,Divorced,Master,31835.51,212685.49,778,26,Self-employed,Home,Own,0.491,2,12,17.38,Approved,2022-04-23
369248015,49,Male,Married,Master,34457.94,361142.96,659,24,Full-time,Car,Own,0.619,0,240,9.4,Approved,2023-05-04
940140227,46,Male,Single,PhD,15688.05,32108.95,660,27,Self-employed,Business,Rent,0.711,2,180,24.21,Approved,2020-10-27
167240549,59,Female,Married,Bachelor,68390.32,379118.4,762,7,Full-time,Home,Own,0.532,2,48,21.23,Rejected,2017-01-31
965026251,51,Male,Married,Master,52506.24,444122.96,663,34,Self-employed,Personal,Mortgage,0.428,1,12,16.81,Approved,2018-11-17
672061473,70,Female,Married,Bachelor,59959.8,396210.76,736,13,Full-time,Car,Rent,0.364,0,360,2.91,Rejected,2024-08-03
793682402,20,Female,Married,Bachelor,16701.6,54003.66,561,25,Full-time,Business,Other,0.384,1,360,14.14,Approved,2019-11-24
968689122,56,Male,Single,High School,43746.87,419006.15,723,32,Full-time,Education,Mortgage,0.628,0,360,15.41,Approved,2017-05-23
504180943,70,Female,Single,Bachelor,33238.65,398304.57,605,38,Self-employed,Personal,Rent,0.164,2,12,5.14,Rejected,2015-03-20
215596017,26,Male,Married,PhD,50965.72,315119.5,736,3,Part-time,Home,Own,0.06,2,360,15.39,Approved,2022-11-24
964230545,28,Female,Married,High School,22512.4,7296.37,515,4,Full-time,Business,Own,0.347,0,48,24.55,Rejected,2023-11-17
655794689,71,Male,Married,Master,33536.93,364668.54,566,22,Full-time,Home,Mortgage,0.082,0,24,14.14,Approved,2024-05-26
140945849,72,Male,Married,Bachelor,17788.76,376915.91,636,9,Unemployed,Car,Own,0.329,1,180,13.79,Approved,2019-07-13
762507497,40,Female,Married,High School,34138.09,487729.19,634,22,Part-time,Home,Mortgage,0.274,0,120,6.12,Approved,2017-02-20
226960538,28,Male,Married,Master,26039.68,63668.35,696,21,Full-time,Personal,Mortgage,0.118,3,36,19.83,Rejected,2015-11-27
769486577,46,Male,Married,Bachelor,76087.96,490761.66,741,2,Full-time,Business,Mortgage,0.372,1,60,6.2,Approved,2015-06-12
756570402,69,Female,Divorced,Bachelor,18992.11,379879.09,791,18,Full-time,Medical,Own,0.461,0,180,14.9,Approved,2020-01-01
548805452,50,Female,Single,Bachelor,23893.65,1410.35,767,29,Self-employed,Education,Rent,0.508,0,120,12.81,Approved,2017-07-04
706183621,68,Female,Married,PhD,34849.33,226824.99,627,15,Part-time,Home,Own,0.487,2,24,3.98,Approved,2018-12-29
569586263,53,Female,Married,Bachelor,28026.03,430735.81,690,23,Full-time,Car,Mortgage,0.405,1,240,18.51,Approved,2016-05-22
259986720,69,Male,Divorced,Master,41589.0,224618.19,689,22,Full-time,Car,Own,0.09,2,12,9.33,Approved,2019-08-04
620053100,73,Female,Single,Bachelor,68286.74,65064.74,613,9,Part-time,Education,Mortgage,0.762,0,240,9.92,Approved,2023-05-30
718770291,49,Female,Married,Bachelor,56500.84,145462.01,609,20,Full-time,Personal,Own,0.026,2,12,22.73,Rejected,2024-03-12
298891402,24,Male,Married,Bachelor,105542.15,496423.45,695,16,Self-employed,Home,Mortgage,0.46,3,48,16.21,Approved,2020-06-05
321821496,42,Male,Divorced,Master,42933.19,462410.39,673,7,Part-time,Medical,Own,0.452,1,240,23.86,Approved,2023-01-28
896854137,39,Male,Single,High School,27393.83,214177.7,734,9,Full-time,Car,Rent,0.059,2,12,11.44,Approved,2024-07-17
164368447,32,Female,Divorced,Bachelor,75807.54,127731.22,795,17,Full-time,Personal,Own,0.272,1,240,3.43,Approved,2019-06-13
115571094,28,Male,Single,High School,29250.92,243720.35,542,29,Part-time,Business,Rent,0.23,1,120,3.88,Rejected,2015-01-19
463218311,64,Female,Married,Bachelor,162437.23,241677.81,612,11,Full-time,Home,Mortgage,0.382,0,24,16.4,Rejected,2017-10-17
641486301,59,Female,Single,Bachelor,40519.86,250730.63,582,32,Full-time,Personal,Own,0.252,0,240,12.63,Approved,2021-12-15
403995353,39,Male,Married,PhD,28121.06,251772.31,718,4,Full-time,Personal,Rent,0.221,1,240,5.14,Rejected,2017-03-30
699251651,59,Male,Married,Master,27736.75,75016.81,623,9,Part-time,Home,Mortgage,0.562,1,240,13.65,Approved,2015-03-01
820782630,39,Male,Single,Bachelor,29099.02,84851.05,516,36,Part-time,Business,Own,0.228,2,360,19.47,Rejected,2022-02-18
963051370,63,Male,Married,Bachelor,20490.95,227471.4,748,10,Self-employed,Medical,Own,0.324,3,60,22.07,Approved,2022-06-02
828895776,59,Female,Single,Diploma,43037.0,112804.7,629,20,Full-time,Education,Own,0.47,0,36,10.79,Approved,2018-08-24
688201150,54,Male,Single,High School,64814.78,253944.07,681,0,Part-time,Car,Rent,0.795,3,24,19.24,Approved,2017-11-07
930027513,72,Female,Married,PhD,23506.86,211472.44,795,2,Part-time,Home,Rent,0.63,2,360,15.95,Approved,2023-01-16
107055903,58,Male,Married,Bachelor,57941.93,401901.72,711,21,Full-time,Home,Rent,0.416,3,24,13.49,Approved,2019-11-26
256539293,30,Male,Married,High School,106317.7,198660.57,733,9,Full-time,Car,Rent,0.529,1,48,5.79,Rejected,2022-06-10
766050427,64,Female,Single,Bachelor,17469.34,219360.3,620,10,Full-time,Home,Mortgage,0.415,4,120,14.92,Approved,2019-05-26
880276445,69,Female,Single,High School,24510.62,234233.22,705,34,Full-time,Car,Own,0.765,2,48,20.58,Approved,2022-08-09
489991285,54,Female,Married,High School,43255.17,157734.98,685,3,Self-employed,Business,Own,0.425,0,240,11.55,Approved,2016-03-03
974573466,41,Female,Single,High School,68404.61,379406.32,595,9,Full-time,Home,Mortgage,0.278,1,180,12.34,Approved,2018-06-17
885524602,30,Female,Married,Bachelor,36735.96,397855.37,743,37,Part-time,Home,Own,0.161,0,120,3.63,Approved,2017-08-16
987027244,70,Female,Single,Bachelor,34156.82,195879.71,668,34,Unemployed,Education,Mortgage,0.435,1,48,13.21,Approved,2024-08-07
263319120,38,Female,Single,Bachelor,98546.46,327482.92,623,7,Full-time,Business,Mortgage,0.581,0,12,20.44,Approved,2015-04-12
657594114,25,Male,Single,Master,56185.51,462806.33,684,1,Unemployed,Home,Mortgage,0.512,3,24,20.54,Approved,2022-07-06
234787521,33,Male,Married,PhD,50026.58,232119.61,631,0,Unemployed,Home,Rent,0.273,2,240,2.83,Rejected,2016-07-28
402216555,22,Male,Single,Diploma,23853.37,423869.85,735,16,Part-time,Home,Rent,0.21,0,36,8.6,Approved,2024-07-28
459244335,55,Female,Widowed,Master,44009.31,446905.71,570,37,Full-time,Home,Own,0.1,1,48,13.6,Approved,2015-02-13
599752023,40,Male,Single,Bachelor,33646.17,315144.49,729,8,Unemployed,Business,Mortgage,0.16,0,60,22.72,Rejected,2021-06-15
319350469,29,Female,Married,Bachelor,21660.89,90293.13,694,31,Full-time,Home,Own,0.613,0,36,5.6,Approved,2019-02-25
257363102,31,Male,Married,Bachelor,101654.06,399479.58,695,14,Full-time,Business,Mortgage,0.716,2,120,21.62,Approved,2020-04-09
505397683,42,Female,Married,High School,25800.52,105707.59,656,17,Full-time,Home,Own,0.428,1,120,15.53,Approved,2019-03-31
856591226,43,Male,Married,Diploma,23989.38,476698.22,824,26,Full-time,Home,Own,0.049,1,36,9.78,Approved,2022-04-13
111918949,20,Female,Single,Bachelor,87093.45,82198.4,698,4,Full-time,Education,Rent,0.022,3,36,4.86,Approved,2019-05-11
757863945,56,Female,Single,High School,15358.62,411590.5,539,20,Full-time,Personal,Mortgage,0.243,3,60,9.14,Approved,2019-10-10
282671400,46,Male,Married,High School,27792.79,297218.33,585,3,Full-time,Home,Own,0.627,3,180,18.01,Approved,2016-08-10
768105987,52,Female,Married,Bachelor,29892.51,388159.83,607,22,Part-time,Home,Own,0.446,1,48,23.16,Approved,2019-09-21
641303344,24,Male,Single,PhD,21985.02,292737.84,795,18,Unemployed,Education,Own,0.611,3,60,24.26,Approved,2023-04-22
619916565,23,Female,Single,Bachelor,39564.7,157457.33,663,5,Self-employed,Personal,Rent,0.547,3,12,10.65,Approved,2017-01-07
881486138,23,Male,Married,High School,17675.46,388056.3,723,8,Unemployed,Car,Mortgage,0.613,1,240,24.81,Approved,2015-02-22
896423965,74,Male,Single,Bachelor,37640.45,276287.7,692,37,Full-time,Medical,Own,0.775,2,48,7.61,Approved,2015-01-30
673787970,34,Female,Single,High School,24329.52,163391.61,733,37,Part-time,Business,Rent,0.797,1,24,23.01,Rejected,2021-05-22
455224452,44,Female,Divorced,Diploma,23066.96,13390.66,618,13,Full-time,Home,Mortgage,0.788,1,48,11.16,Rejected,2017-02-19
893218041,60,Male,Married,Bachelor,83230.75,124382.8,624,39,Part-time,Car,Mortgage,0.633,2,24,15.89,Approved,2019-11-04
401171811,72,Male,Married,High School,31044.76,77761.16,739,25,Full-time,Home,Rent,0.644,2,120,6.96,Rejected,2019-02-09
521441694,53,Female,Married,High School,57485.3,105429.52,684,21,Full-time,Home,Own,0.495,1,240,3.45,Approved,2021-09-02
429661547,27,Female,Widowed,High School,22706.48,488042.14,503,3,Part-time,Personal,Own,0.545,1,48,8.33,Rejected,2021-10-01
434254382,35,Female,Single,Bachelor,42827.59,417797.24,615,32,Self-employed,Car,Own,0.098,1,180,13.13,Approved,2022-02-04
980621527,67,Male,Married,High School,42762.51,253524.73,686,1,Full-time,Home,Other,0.118,3,360,15.8,Approved,2023-06-30
854319856,27,Female,Married,Master,64956.96,474922.64,601,37,Self-employed,Home,Mortgage,0.526,0,240,4.75,Approved,2020-02-03
739736037,53,Female,Divorced,Bachelor,44027.16,205092.42,687,31,Full-time,Car,Mortgage,0.169,1,48,10.63,Approved,2018-06-28
167883608,62,Male,Married,Master,31335.32,261696.59,667,11,Full-time,Car,Mortgage,0.291,2,48,24.89,Approved,2019-03-28
232776989,29,Male,Single,Diploma,28887.37,303349.74,675,0,Full-time,Business,Rent,0.276,1,180,13.03,Approved,2024-12-21
909525317,66,Female,Single,High School,54690.63,175913.35,627,30,Full-time,Car,Mortgage,0.027,0,36,9.08,Approved,2021-10-29
891311458,65,Female,Single,Bachelor,69206.32,445685.32,647,14,Full-time,Home,Mortgage,0.235,0,120,10.15,Rejected,2019-11-26
766762879,37,Female,Married,Bachelor,39187.94,499203.12,702,8,Part-time,Home,Own,0.798,3,120,2.62,Approved,2020-04-11
622259720,54,Male,Single,Bachelor,59331.92,269970.33,686,29,Unemployed,Personal,Other,0.116,2,240,19.42,Approved,2018-05-30
943402962,56,Female,Single,Bachelor,20921.18,425223.64,700,28,Part-time,Home,Other,0.741,1,24,10.77,Approved,2020-11-05
328232633,18,Male,Widowed,Master,85660.93,130273.11,633,17,Full-time,Home,Rent,0.807,3,180,2.65,Approved,2019-06-14
838505391,64,Male,Married,Bachelor,37979.13,75595.03,723,23,Full-time,Personal,Mortgage,0.45,1,120,11.78,Approved,2020-07-26
413787497,36,Female,Single,Bachelor,33908.05,459927.44,731,37,Self-employed,Education,Own,0.785,2,120,3.7,Approved,2022-02-25
296079988,72,Male,Married,Master,20922.66,108802.05,808,5,Full-time,Car,Mortgage,0.047,0,24,14.01,Rejected,2020-10-17
853984520,42,Male,Married,Bachelor,38638.63,309541.95,619,22,Part-time,Medical,Own,0.614,3,36,8.19,Rejected,2020-10-04
871783700,34,Male,Married,Master,34566.63,182245.74,711,25,Full-time,Personal,Own,0.779,5,48,23.59,Approved,2016-01-10
440904869,31,Female,Married,High School,53836.31,17095.2,691,5,Self-employed,Education,Mortgage,0.112,3,60,2.99,Approved,2020-12-28
611530358,48,Female,Married,Master,43486.76,373883.43,724,5,Full-time,Home,Rent,0.195,2,24,20.24,Rejected,2019-05-30
933719290,44,Male,Widowed,Bachelor,54030.02,388291.82,684,28,Full-time,Personal,Own,0.226,0,12,14.84,Rejected,2023-05-10
388318079,27,Male,Married,High School,47036.21,131028.97,527,8,Part-time,Car,Own,0.635,0,360,21.58,Approved,2021-01-15
973944219,20,Female,Married,Bachelor,37944.84,110117.5,476,15,Self-employed,Car,Own,0.233,1,120,16.77,Approved,2023-03-16
871529653,26,Female,Married,High School,12079.99,166474.51,805,8,Part-time,Home,Own,0.663,3,240,11.96,Approved,2021-11-25
917212332,71,Female,Single,Bachelor,25815.93,79008.8,624,22,Self-employed,Business,Mortgage,0.778,1,36,18.54,Approved,2020-11-29
447747926,32,Female,Single,Bachelor,55458.65,203039.92,745,23,Part-time,Personal,Own,0.729,0,120,16.49,Rejected,2020-04-24
709011363,38,Female,Married,PhD,24653.24,111812.25,584,36,Full-time,Home,Mortgage,0.612,1,24,4.52,Approved,2019-05-07
223314233,54,Female,Married,Bachelor,39857.51,266771.37,739,10,Full-time,Home,Mortgage,0.718,0,24,14.7,Rejected,2021-10-24
991467231,39,Male,Single,Master,13645.05,492633.8,604,2,Full-time,Car,Mortgage,0.057,1,24,17.72,Approved,2016-08-10
175145564,20,Male,Single,PhD,37076.54,493637.68,669,5,Part-time,Home,Mortgage,0.829,2,60,15.38,Approved,2024-02-10
131846506,28,Male,Married,High School,22958.67,349486.89,677,7,Unemployed,Personal,Mortgage,0.359,2,36,18.08,Approved,2016-08-05
778582491,52,Female,Single,Master,11000.51,268362.0,684,16,Full-time,Medical,Own,0.662,2,240,7.11,Rejected,2024-06-30
928105659,60,Female,Single,High School,37052.95,48118.09,496,22,Part-time,Home,Mortgage,0.206,1,12,8.66,Approved,2021-09-18
159646530,19,Female,Single,Diploma,15272.38,420590.06,596,10,Full-time,Education,Mortgage,0.444,2,48,13.45,Approved,2016-12-07
564782418,72,Female,Single,Master,53660.17,49166.9,753,35,Self-employed,Home,Rent,0.528,1,36,18.35,Rejected,2022-12-13
104628403,61,Female,Married,High School,11006.6,435286.37,756,10,Full-time,Home,Own,0.083,0,24,23.45,Rejected,2015-02-13
772263474,24,Female,Widowed,Master,36224.85,477007.45,662,4,Full-time,Personal,Own,0.063,0,120,16.43,Approved,2018-04-14
511540613,26,Male,Single,Master,36019.39,85421.04,606,28,Self-employed,Personal,Mortgage,0.278,2,180,11.98,Approved,2019-03-31
823035888,42,Male,Married,Bachelor,68109.18,330617.58,768,19,Full-time,Home,Rent,0.133,1,120,23.0,Approved,2021-01-17
974641749,51,Female,Married,PhD,45290.48,495631.33,716,25,Unemployed,Home,Mortgage,0.074,3,12,10.73,Approved,2023-04-13
142392375,69,Male,Single,Master,17831.61,467302.23,599,27,Full-time,Business,Other,0.68,1,240,4.73,Rejected,2020-06-22
234021346,58,Male,Single,High School,17705.25,398492.77,534,24,Unemployed,Business,Mortgage,0.154,3,36,6.28,Rejected,2018-02-12
607064452,61,Male,Married,High School,41056.93,246556.71,786,4,Full-time,Home,Rent,0.39,1,60,24.57,Approved,2018-01-16
584352083,21,Other,Married,High School,24126.27,214485.48,603,1,Self-employed,Business,Own,0.442,0,48,2.92,Approved,2019-10-12
353669032,59,Female,Widowed,High School,8728.69,70815.96,744,23,Self-employed,Home,Own,0.414,2,48,20.63,Approved,2021-01-31
366447117,29,Male,Single,High School,33208.42,241537.07,542,28,Self-employed,Education,Mortgage,0.689,3,240,7.62,Approved,2020-02-25
335625964,70,Female,Divorced,Bachelor,40783.55,386440.51,732,5,Part-time,Home,Mortgage,0.812,3,180,21.16,Approved,2016-03-10
527553438,45,Male,Single,Bachelor,30259.12,180666.53,776,23,Part-time,Home,Rent,0.727,1,240,24.63,Approved,2015-07-22
672443763,18,Female,Single,Bachelor,44084.34,386482.48,745,23,Full-time,Education,Other,0.33,4,360,11.08,Approved,2018-01-09
551030099,49,Female,Married,High School,26428.06,413071.07,598,35,Part-time,Personal,Own,0.584,3,360,12.84,Approved,2023-06-11
903253410,44,Male,Married,Master,29744.21,91856.4,605,37,Unemployed,Personal,Rent,0.444,0,120,8.52,Approved,2016-06-12
463939548,42,Male,Married,Bachelor,17193.79,393127.13,590,17,Part-time,Business,Mortgage,0.729,4,36,10.09,Approved,2015-04-29
639668956,69,Male,Single,Master,65866.55,93164.45,821,6,Unemployed,Personal,Own,0.439,2,36,16.07,Approved,2017-12-31
906867574,18,Female,Single,PhD,26956.36,386735.84,672,5,Full-time,Personal,Own,0.089,2,36,3.66,Approved,2022-10-15
608893967,48,Male,Single,Master,36592.3,133580.72,691,24,Full-time,Home,Own,0.608,2,240,21.64,Rejected,2017-01-17
751288817,34,Female,Single,Master,42845.04,449911.42,525,39,Full-time,Business,Own,0.38,0,120,4.68,Approved,2019-10-25
542593883,44,Female,Divorced,Bachelor,12312.6,234245.91,597,39,Full-time,Education,Own,0.845,2,240,17.82,Approved,2020-12-23
973095692,65,Male,Single,Diploma,20631.99,172188.68,580,27,Part-time,Home,Mortgage,0.605,1,48,20.52,Approved,2019-12-04
485730983,59,Male,Married,Bachelor,64606.99,407056.34,526,18,Unemployed,Car,Rent,0.748,0,120,9.63,Rejected,2018-08-23
143273736,59,Female,Married,Bachelor,20081.89,265139.35,833,37,Full-time,Home,Own,0.698,1,36,15.85,Approved,2019-09-14
275073505,18,Female,Married,Bachelor,69926.93,108131.12,749,2,Part-time,Home,Own,0.124,1,180,13.28,Approved,2016-04-19
156842579,28,Female,Single,Bachelor,18855.96,344321.34,650,35,Full-time,Home,Own,0.193,0,180,20.67,Approved,2022-12-28
373360072,65,Female,Married,Bachelor,58010.63,70543.7,756,19,Full-time,Car,Own,0.587,0,360,10.69,Approved,2018-02-26
996092013,39,Female,Single,Bachelor,13474.67,493062.69,594,33,Part-time,Personal,Own,0.655,0,120,21.58,Approved,2018-12-14
655476532,71,Other,Single,High School,41592.29,74144.45,832,25,Full-time,Personal,Rent,0.105,1,24,23.38,Approved,2021-07-31
