customer_id,age,gender,marital_status,education_level,annual_income,loan_amount,credit_score,employment_years,employment_type,loan_purpose,home_ownership,debt_to_income_ratio,existing_loans,loan_term_months,interest_rate,loan_status,application_date,Loan_to_Income_Ratio,monthly_income,monthly_existing_debt_payment,employment_to_age_ratio,is_overextended_subprime,month
685266850,53,Female,Single,High School,34606.08,122009.45,642,11,Full-time,Business,Rent,0.719,3,36,24.45,Approved,2018-06-16,3.53,2883.84,2073.48,0.21,1,6
303808400,49,Male,Single,Bachelor,57922.35,341536.47,850,8,Full-time,Car,Mortgage,0.817,1,12,4.89,Approved,2024-08-20,5.9,4826.86,3943.54,0.16,0,8
901175067,21,Male,Single,Bachelor,63593.54,245650.99,631,0,Part-time,Car,Own,0.394,0,240,20.23,Rejected,2016-02-23,3.86,5299.46,2087.99,0.0,0,2
699039709,71,Female,Married,Diploma,23980.45,16261.13,727,1,Part-time,Car,Rent,0.325,3,48,24.41,Approved,2020-05-01,0.68,1998.37,649.47,0.01,0,5
968289022,64,Male,Single,High School,39070.42,463128.23,569,12,Full-time,Car,Rent,0.802,4,240,11.31,Approved,2016-08-24,11.85,3255.87,2611.21,0.19,1,8
982704451,34,Male,Single,Master,29113.42,311892.85,694,19,Full-time,Personal,Own,0.194,1,36,11.34,Approved,2021-03-28,10.71,2426.12,470.67,0.56,0,3
869857743,18,Female,Divorced,High School,32334.69,347669.86,691,8,Full-time,Personal,Mortgage,0.327,1,60,18.8,Rejected,2022-01-21,10.75,2694.56,881.12,0.44,0,1
662791629,25,Female,Single,High School,31148.95,236163.34,639,2,Full-time,Personal,Mortgage,0.176,1,12,21.22,Approved,2023-06-21,7.58,2595.75,456.85,0.08,0,6
593861284,59,Male,Single,Bachelor,56437.01,303949.95,822,14,Full-time,Business,Own,0.794,0,24,4.75,Approved,2021-08-30,5.39,4703.08,3734.25,0.24,0,8
859047683,53,Female,Single,Master,22902.86,281495.61,690,5,Self-employed,Home,Mortgage,0.319,1,12,14.08,Approved,2016-11-04,12.29,1908.57,608.83,0.09,0,11
658996062,22,Female,Widowed,High School,63451.33,171821.62,639,8,Self-employed,Home,Own,0.733,3,360,20.96,Approved,2024-09-22,2.71,5287.61,3875.82,0.36,1,9
403418049,53,Male,Married,High School,59270.02,471911.99,613,29,Full-time,Home,Mortgage,0.173,0,360,8.86,Approved,2021-06-22,7.96,4939.17,854.48,0.55,0,6
527063593,20,Female,Married,Master,33536.09,99889.2,744,4,Full-time,Home,Mortgage,0.835,2,36,12.36,Approved,2023-07-23,2.98,2794.67,2333.55,0.2,0,7
278402524,66,Male,Married,Diploma,23522.65,457980.62,681,31,Self-employed,Car,Own,0.251,0,240,16.89,Approved,2019-08-12,19.47,1960.22,492.02,0.47,0,8
224886096,22,Male,Married,Bachelor,17480.45,195773.39,649,36,Full-time,Business,Mortgage,0.687,2,48,19.33,Approved,2021-03-23,11.2,1456.7,1000.75,1.64,0,3
382662379,64,Female,Married,Bachelor,31390.4,474025.15,582,31,Part-time,Car,Mortgage,0.013,1,120,8.6,Approved,2022-06-23,15.1,2615.87,34.01,0.48,0,6
881158169,47,Male,Married,Master,89679.21,184349.79,652,8,Full-time,Education,Own,0.616,2,60,13.3,Approved,2015-05-27,2.06,7473.27,4603.53,0.17,0,5
902701456,62,Male,Widowed,Bachelor,40748.53,350698.34,626,26,Self-employed,Home,Own,0.597,1,120,6.52,Approved,2023-09-14,8.61,3395.71,2027.24,0.42,0,9
882577402,35,Female,Divorced,Bachelor,112410.73,168497.92,707,28,Full-time,Home,Own,0.498,1,36,5.58,Approved,2020-10-30,1.5,9367.56,4665.04,0.8,0,10
918284803,27,Female,Single,Master,34948.06,27692.54,685,29,Full-time,Home,Mortgage,0.143,3,120,18.25,Rejected,2021-04-17,0.79,2912.34,416.46,1.07,0,4
302847576,59,Female,Single,High School,59104.9,91675.04,442,4,Full-time,Home,Own,0.784,1,60,9.11,Approved,2023-05-08,1.55,4925.41,3861.52,0.07,0,5
747571755,21,Male,Married,High School,28380.9,469288.74,671,7,Full-time,Personal,Own,0.646,1,12,14.13,Approved,2020-02-17,16.54,2365.08,1527.84,0.33,0,2
589056370,24,Female,Married,Bachelor,29701.27,284547.41,606,14,Full-time,Home,Other,0.194,2,360,2.71,Approved,2023-11-19,9.58,2475.11,480.17,0.58,0,11
113682307,46,Male,Single,Bachelor,35777.67,286052.54,650,26,Full-time,Education,Own,0.152,0,240,11.13,Approved,2024-03-13,8.0,2981.47,453.18,0.57,0,3
109021594,24,Male,Divorced,Bachelor,35483.89,342977.69,643,1,Full-time,Home,Rent,0.577,1,180,12.45,Approved,2022-07-27,9.67,2956.99,1706.18,0.04,0,7
257264140,68,Male,Single,High School,59698.25,441803.34,653,22,Part-time,Car,Own,0.464,2,48,6.05,Rejected,2017-10-24,7.4,4974.85,2308.33,0.32,0,10
790388805,33,Female,Married,Bachelor,15163.8,42478.5,832,11,Full-time,Personal,Rent,0.352,2,120,18.11,Approved,2020-11-27,2.8,1263.65,444.8,0.33,0,11
508051914,56,Male,Divorced,High School,17056.75,376049.85,604,30,Part-time,Personal,Rent,0.096,2,240,24.37,Rejected,2015-01-01,22.05,1421.4,136.45,0.54,0,1
811540324,74,Male,Widowed,PhD,50556.06,418240.45,820,9,Unemployed,Personal,Rent,0.258,1,12,6.86,Rejected,2017-02-21,8.27,4213.0,1086.95,0.12,0,2
698037387,25,Female,Divorced,Diploma,17444.21,132621.73,778,15,Full-time,Home,Rent,0.085,2,360,7.95,Rejected,2023-05-03,7.6,1453.68,123.56,0.6,0,5
551084771,42,Male,Single,Diploma,91253.63,396673.55,628,26,Full-time,Car,Rent,0.747,0,24,21.34,Rejected,2018-09-20,4.35,7604.47,5680.54,0.62,0,9
253880826,38,Female,Married,High School,30643.66,188510.3,612,0,Full-time,Business,Mortgage,0.428,2,48,10.63,Approved,2020-08-18,6.15,2553.64,1092.96,0.0,0,8
254044112,34,Other,Divorced,Bachelor,32970.22,95585.3,599,6,Unemployed,Education,Mortgage,0.84,0,60,16.35,Rejected,2023-02-14,2.9,2747.52,2307.92,0.18,0,2
316141778,60,Male,Married,Diploma,20566.85,219815.14,821,19,Full-time,Personal,Mortgage,0.347,2,24,18.66,Approved,2016-06-12,10.69,1713.9,594.72,0.32,0,6
907073870,33,Female,Married,Master,29550.55,358776.8,566,38,Full-time,Personal,Own,0.599,3,12,12.58,Approved,2021-04-20,12.14,2462.55,1475.07,1.15,1,4
115007661,19,Female,Single,Diploma,62863.99,194941.53,738,15,Unemployed,Education,Other,0.565,0,24,5.37,Rejected,2021-09-22,3.1,5238.67,2959.85,0.79,0,9
810985193,70,Female,Married,Master,22593.64,271004.01,821,7,Full-time,Home,Mortgage,0.493,4,12,2.63,Rejected,2019-12-16,11.99,1882.8,928.22,0.1,0,12
366112615,71,Female,Single,Bachelor,46396.6,405769.58,724,34,Part-time,Medical,Rent,0.547,1,360,12.99,Approved,2019-01-18,8.75,3866.38,2114.91,0.48,0,1
885254550,40,Male,Married,Bachelor,22794.61,214079.02,648,19,Full-time,Personal,Mortgage,0.755,3,48,12.93,Approved,2016-02-18,9.39,1899.55,1434.16,0.48,1,2
459782592,31,Female,Single,Diploma,92974.11,253384.48,652,27,Full-time,Business,Mortgage,0.044,2,48,14.56,Approved,2016-07-28,2.73,7747.84,340.9,0.87,0,7
479395329,53,Female,Divorced,Master,44893.48,22308.1,642,13,Unemployed,Education,Mortgage,0.498,0,48,18.8,Approved,2024-02-03,0.5,3741.12,1863.08,0.25,0,2
109847829,56,Female,Divorced,Master,31835.51,212685.49,778,26,Self-employed,Home,Own,0.491,2,12,17.38,Approved,2022-04-23,6.68,2652.96,1302.6,0.46,0,4
369248015,49,Male,Married,Master,34457.94,361142.96,659,24,Full-time,Car,Own,0.619,0,240,9.4,Approved,2023-05-04,10.48,2871.5,1777.46,0.49,0,5
940140227,46,Male,Single,PhD,15688.05,32108.95,660,27,Self-employed,Business,Rent,0.711,2,180,24.21,Approved,2020-10-27,2.05,1307.34,929.52,0.59,0,10
167240549,59,Female,Married,Bachelor,68390.32,379118.4,762,7,Full-time,Home,Own,0.532,2,48,21.23,Rejected,2017-01-31,5.54,5699.19,3031.97,0.12,0,1
965026251,51,Male,Married,Master,52506.24,444122.96,663,34,Self-employed,Personal,Mortgage,0.428,1,12,16.81,Approved,2018-11-17,8.46,4375.52,1872.72,0.67,0,11
672061473,70,Female,Married,Bachelor,59959.8,396210.76,736,13,Full-time,Car,Rent,0.364,0,360,2.91,Rejected,2024-08-03,6.61,4996.65,1818.78,0.19,0,8
793682402,20,Female,Married,Bachelor,16701.6,54003.66,561,25,Full-time,Business,Other,0.384,1,360,14.14,Approved,2019-11-24,3.23,1391.8,534.45,1.25,0,11
968689122,56,Male,Single,High School,43746.87,419006.15,723,32,Full-time,Education,Mortgage,0.628,0,360,15.41,Approved,2017-05-23,9.58,3645.57,2289.42,0.57,0,5
504180943,70,Female,Single,Bachelor,33238.65,398304.57,605,38,Self-employed,Personal,Rent,0.164,2,12,5.14,Rejected,2015-03-20,11.98,2769.89,454.26,0.54,0,3
215596017,26,Male,Married,PhD,50965.72,315119.5,736,3,Part-time,Home,Own,0.06,2,360,15.39,Approved,2022-11-24,6.18,4247.14,254.83,0.12,0,11
964230545,28,Female,Married,High School,22512.4,7296.37,515,4,Full-time,Business,Own,0.347,0,48,24.55,Rejected,2023-11-17,0.32,1876.03,650.98,0.14,0,11
655794689,71,Male,Married,Master,33536.93,364668.54,566,22,Full-time,Home,Mortgage,0.082,0,24,14.14,Approved,2024-05-26,10.87,2794.74,229.17,0.31,0,5
140945849,72,Male,Married,Bachelor,17788.76,376915.91,636,9,Unemployed,Car,Own,0.329,1,180,13.79,Approved,2019-07-13,21.19,1482.4,487.71,0.12,0,7
762507497,40,Female,Married,High School,34138.09,487729.19,634,22,Part-time,Home,Mortgage,0.274,0,120,6.12,Approved,2017-02-20,14.29,2844.84,779.49,0.55,0,2
226960538,28,Male,Married,Master,26039.68,63668.35,696,21,Full-time,Personal,Mortgage,0.118,3,36,19.83,Rejected,2015-11-27,2.45,2169.97,256.06,0.75,0,11
769486577,46,Male,Married,Bachelor,76087.96,490761.66,741,2,Full-time,Business,Mortgage,0.372,1,60,6.2,Approved,2015-06-12,6.45,6340.66,2358.73,0.04,0,6
756570402,69,Female,Divorced,Bachelor,18992.11,379879.09,791,18,Full-time,Medical,Own,0.461,0,180,14.9,Approved,2020-01-01,20.0,1582.68,729.62,0.26,0,1
548805452,50,Female,Single,Bachelor,23893.65,1410.35,767,29,Self-employed,Education,Rent,0.508,0,120,12.81,Approved,2017-07-04,0.06,1991.14,1011.5,0.58,0,7
706183621,68,Female,Married,PhD,34849.33,226824.99,627,15,Part-time,Home,Own,0.487,2,24,3.98,Approved,2018-12-29,6.51,2904.11,1414.3,0.22,0,12
569586263,53,Female,Married,Bachelor,28026.03,430735.81,690,23,Full-time,Car,Mortgage,0.405,1,240,18.51,Approved,2016-05-22,15.37,2335.5,945.88,0.43,0,5
259986720,69,Male,Divorced,Master,41589.0,224618.19,689,22,Full-time,Car,Own,0.09,2,12,9.33,Approved,2019-08-04,5.4,3465.75,311.92,0.32,0,8
620053100,73,Female,Single,Bachelor,68286.74,65064.74,613,9,Part-time,Education,Mortgage,0.762,0,240,9.92,Approved,2023-05-30,0.95,5690.56,4336.21,0.12,0,5
718770291,49,Female,Married,Bachelor,56500.84,145462.01,609,20,Full-time,Personal,Own,0.026,2,12,22.73,Rejected,2024-03-12,2.57,4708.4,122.42,0.41,0,3
298891402,24,Male,Married,Bachelor,105542.15,496423.45,695,16,Self-employed,Home,Mortgage,0.46,3,48,16.21,Approved,2020-06-05,4.7,8795.18,4045.78,0.67,0,6
321821496,42,Male,Divorced,Master,42933.19,462410.39,673,7,Part-time,Medical,Own,0.452,1,240,23.86,Approved,2023-01-28,10.77,3577.77,1617.15,0.17,0,1
896854137,39,Male,Single,High School,27393.83,214177.7,734,9,Full-time,Car,Rent,0.059,2,12,11.44,Approved,2024-07-17,7.82,2282.82,134.69,0.23,0,7
164368447,32,Female,Divorced,Bachelor,75807.54,127731.22,795,17,Full-time,Personal,Own,0.272,1,240,3.43,Approved,2019-06-13,1.68,6317.29,1718.3,0.53,0,6
115571094,28,Male,Single,High School,29250.92,243720.35,542,29,Part-time,Business,Rent,0.23,1,120,3.88,Rejected,2015-01-19,8.33,2437.58,560.64,1.04,0,1
463218311,64,Female,Married,Bachelor,162437.23,241677.81,612,11,Full-time,Home,Mortgage,0.382,0,24,16.4,Rejected,2017-10-17,1.49,13536.44,5170.92,0.17,0,10
641486301,59,Female,Single,Bachelor,40519.86,250730.63,582,32,Full-time,Personal,Own,0.252,0,240,12.63,Approved,2021-12-15,6.19,3376.66,850.92,0.54,0,12
403995353,39,Male,Married,PhD,28121.06,251772.31,718,4,Full-time,Personal,Rent,0.221,1,240,5.14,Rejected,2017-03-30,8.95,2343.42,517.9,0.1,0,3
699251651,59,Male,Married,Master,27736.75,75016.81,623,9,Part-time,Home,Mortgage,0.562,1,240,13.65,Approved,2015-03-01,2.7,2311.4,1299.01,0.15,0,3
820782630,39,Male,Single,Bachelor,29099.02,84851.05,516,36,Part-time,Business,Own,0.228,2,360,19.47,Rejected,2022-02-18,2.92,2424.92,552.88,0.92,0,2
963051370,63,Male,Married,Bachelor,20490.95,227471.4,748,10,Self-employed,Medical,Own,0.324,3,60,22.07,Approved,2022-06-02,11.1,1707.58,553.26,0.16,0,6
828895776,59,Female,Single,Diploma,43037.0,112804.7,629,20,Full-time,Education,Own,0.47,0,36,10.79,Approved,2018-08-24,2.62,3586.42,1685.62,0.34,0,8
688201150,54,Male,Single,High School,64814.78,253944.07,681,0,Part-time,Car,Rent,0.795,3,24,19.24,Approved,2017-11-07,3.92,5401.23,4293.98,0.0,0,11
930027513,72,Female,Married,PhD,23506.86,211472.44,795,2,Part-time,Home,Rent,0.63,2,360,15.95,Approved,2023-01-16,9.0,1958.9,1234.11,0.03,0,1
107055903,58,Male,Married,Bachelor,57941.93,401901.72,711,21,Full-time,Home,Rent,0.416,3,24,13.49,Approved,2019-11-26,6.94,4828.49,2008.65,0.36,0,11
256539293,30,Male,Married,High School,106317.7,198660.57,733,9,Full-time,Car,Rent,0.529,1,48,5.79,Rejected,2022-06-10,1.87,8859.81,4686.84,0.3,0,6
766050427,64,Female,Single,Bachelor,17469.34,219360.3,620,10,Full-time,Home,Mortgage,0.415,4,120,14.92,Approved,2019-05-26,12.56,1455.78,604.15,0.16,1,5
880276445,69,Female,Single,High School,24510.62,234233.22,705,34,Full-time,Car,Own,0.765,2,48,20.58,Approved,2022-08-09,9.56,2042.55,1562.55,0.49,0,8
489991285,54,Female,Married,High School,43255.17,157734.98,685,3,Self-employed,Business,Own,0.425,0,240,11.55,Approved,2016-03-03,3.65,3604.6,1531.96,0.06,0,3
974573466,41,Female,Single,High School,68404.61,379406.32,595,9,Full-time,Home,Mortgage,0.278,1,180,12.34,Approved,2018-06-17,5.55,5700.38,1584.71,0.22,0,6
885524602,30,Female,Married,Bachelor,36735.96,397855.37,743,37,Part-time,Home,Own,0.161,0,120,3.63,Approved,2017-08-16,10.83,3061.33,492.87,1.23,0,8
987027244,70,Female,Single,Bachelor,34156.82,195879.71,668,34,Unemployed,Education,Mortgage,0.435,1,48,13.21,Approved,2024-08-07,5.73,2846.4,1238.18,0.49,0,8
263319120,38,Female,Single,Bachelor,98546.46,327482.92,623,7,Full-time,Business,Mortgage,0.581,0,12,20.44,Approved,2015-04-12,3.32,8212.2,4771.29,0.18,0,4
657594114,25,Male,Single,Master,56185.51,462806.33,684,1,Unemployed,Home,Mortgage,0.512,3,24,20.54,Approved,2022-07-06,8.24,4682.13,2397.25,0.04,0,7
234787521,33,Male,Married,PhD,50026.58,232119.61,631,0,Unemployed,Home,Rent,0.273,2,240,2.83,Rejected,2016-07-28,4.64,4168.88,1138.1,0.0,0,7
402216555,22,Male,Single,Diploma,23853.37,423869.85,735,16,Part-time,Home,Rent,0.21,0,36,8.6,Approved,2024-07-28,17.77,1987.78,417.43,0.73,0,7
459244335,55,Female,Widowed,Master,44009.31,446905.71,570,37,Full-time,Home,Own,0.1,1,48,13.6,Approved,2015-02-13,10.15,3667.44,366.74,0.67,0,2
599752023,40,Male,Single,Bachelor,33646.17,315144.49,729,8,Unemployed,Business,Mortgage,0.16,0,60,22.72,Rejected,2021-06-15,9.37,2803.85,448.62,0.2,0,6
319350469,29,Female,Married,Bachelor,21660.89,90293.13,694,31,Full-time,Home,Own,0.613,0,36,5.6,Approved,2019-02-25,4.17,1805.07,1106.51,1.07,0,2
257363102,31,Male,Married,Bachelor,101654.06,399479.58,695,14,Full-time,Business,Mortgage,0.716,2,120,21.62,Approved,2020-04-09,3.93,8471.17,6065.36,0.45,0,4
505397683,42,Female,Married,High School,25800.52,105707.59,656,17,Full-time,Home,Own,0.428,1,120,15.53,Approved,2019-03-31,4.1,2150.04,920.22,0.4,0,3
856591226,43,Male,Married,Diploma,23989.38,476698.22,824,26,Full-time,Home,Own,0.049,1,36,9.78,Approved,2022-04-13,19.87,1999.12,97.96,0.6,0,4
111918949,20,Female,Single,Bachelor,87093.45,82198.4,698,4,Full-time,Education,Rent,0.022,3,36,4.86,Approved,2019-05-11,0.94,7257.79,159.67,0.2,0,5
757863945,56,Female,Single,High School,15358.62,411590.5,539,20,Full-time,Personal,Mortgage,0.243,3,60,9.14,Approved,2019-10-10,26.8,1279.88,311.01,0.36,1,10
282671400,46,Male,Married,High School,27792.79,297218.33,585,3,Full-time,Home,Own,0.627,3,180,18.01,Approved,2016-08-10,10.69,2316.07,1452.18,0.07,1,8
768105987,52,Female,Married,Bachelor,29892.51,388159.83,607,22,Part-time,Home,Own,0.446,1,48,23.16,Approved,2019-09-21,12.99,2491.04,1111.0,0.42,0,9
641303344,24,Male,Single,PhD,21985.02,292737.84,795,18,Unemployed,Education,Own,0.611,3,60,24.26,Approved,2023-04-22,13.32,1832.08,1119.4,0.75,0,4
619916565,23,Female,Single,Bachelor,39564.7,157457.33,663,5,Self-employed,Personal,Rent,0.547,3,12,10.65,Approved,2017-01-07,3.98,3297.06,1803.49,0.22,1,1
881486138,23,Male,Married,High School,17675.46,388056.3,723,8,Unemployed,Car,Mortgage,0.613,1,240,24.81,Approved,2015-02-22,21.95,1472.96,902.92,0.35,0,2
896423965,74,Male,Single,Bachelor,37640.45,276287.7,692,37,Full-time,Medical,Own,0.775,2,48,7.61,Approved,2015-01-30,7.34,3136.7,2430.94,0.5,0,1
673787970,34,Female,Single,High School,24329.52,163391.61,733,37,Part-time,Business,Rent,0.797,1,24,23.01,Rejected,2021-05-22,6.72,2027.46,1615.89,1.09,0,5
455224452,44,Female,Divorced,Diploma,23066.96,13390.66,618,13,Full-time,Home,Mortgage,0.788,1,48,11.16,Rejected,2017-02-19,0.58,1922.25,1514.73,0.3,0,2
893218041,60,Male,Married,Bachelor,83230.75,124382.8,624,39,Part-time,Car,Mortgage,0.633,2,24,15.89,Approved,2019-11-04,1.49,6935.9,4390.42,0.65,0,11
401171811,72,Male,Married,High School,31044.76,77761.16,739,25,Full-time,Home,Rent,0.644,2,120,6.96,Rejected,2019-02-09,2.5,2587.06,1666.07,0.35,0,2
521441694,53,Female,Married,High School,57485.3,105429.52,684,21,Full-time,Home,Own,0.495,1,240,3.45,Approved,2021-09-02,1.83,4790.44,2371.27,0.4,0,9
429661547,27,Female,Widowed,High School,22706.48,488042.14,503,3,Part-time,Personal,Own,0.545,1,48,8.33,Rejected,2021-10-01,21.49,1892.21,1031.25,0.11,0,10
434254382,35,Female,Single,Bachelor,42827.59,417797.24,615,32,Self-employed,Car,Own,0.098,1,180,13.13,Approved,2022-02-04,9.76,3568.97,349.76,0.91,0,2
980621527,67,Male,Married,High School,42762.51,253524.73,686,1,Full-time,Home,Other,0.118,3,360,15.8,Approved,2023-06-30,5.93,3563.54,420.5,0.01,0,6
854319856,27,Female,Married,Master,64956.96,474922.64,601,37,Self-employed,Home,Mortgage,0.526,0,240,4.75,Approved,2020-02-03,7.31,5413.08,2847.28,1.37,0,2
739736037,53,Female,Divorced,Bachelor,44027.16,205092.42,687,31,Full-time,Car,Mortgage,0.169,1,48,10.63,Approved,2018-06-28,4.66,3668.93,620.05,0.58,0,6
167883608,62,Male,Married,Master,31335.32,261696.59,667,11,Full-time,Car,Mortgage,0.291,2,48,24.89,Approved,2019-03-28,8.35,2611.28,759.88,0.18,0,3
232776989,29,Male,Single,Diploma,28887.37,303349.74,675,0,Full-time,Business,Rent,0.276,1,180,13.03,Approved,2024-12-21,10.5,2407.28,664.41,0.0,0,12
909525317,66,Female,Single,High School,54690.63,175913.35,627,30,Full-time,Car,Mortgage,0.027,0,36,9.08,Approved,2021-10-29,3.22,4557.55,123.05,0.45,0,10
891311458,65,Female,Single,Bachelor,69206.32,445685.32,647,14,Full-time,Home,Mortgage,0.235,0,120,10.15,Rejected,2019-11-26,6.44,5767.19,1355.29,0.22,0,11
766762879,37,Female,Married,Bachelor,39187.94,499203.12,702,8,Part-time,Home,Own,0.798,3,120,2.62,Approved,2020-04-11,12.74,3265.66,2606.0,0.22,0,4
622259720,54,Male,Single,Bachelor,59331.92,269970.33,686,29,Unemployed,Personal,Other,0.116,2,240,19.42,Approved,2018-05-30,4.55,4944.33,573.54,0.54,0,5
943402962,56,Female,Single,Bachelor,20921.18,425223.64,700,28,Part-time,Home,Other,0.741,1,24,10.77,Approved,2020-11-05,20.33,1743.43,1291.88,0.5,0,11
328232633,18,Male,Widowed,Master,85660.93,130273.11,633,17,Full-time,Home,Rent,0.807,3,180,2.65,Approved,2019-06-14,1.52,7138.41,5760.7,0.94,1,6
